,Page_Link,Page_Address,Price,Price_Change,Sys_Date
6808,2026-gardenia-dr/sale_74176102,"2026 Gardenia Dr, Houston, TX 77018",319900,off_market,9/13/17
6809,1714-bevis-st/sale_47645809,"1714 Bevis St, Houston, TX 77008",304900,off_market,9/13/17
6810,4021-la-branch/sale_64571411,"4021 La Branch, Houston, TX 77004",359000,off_market,9/13/17
6811,5418-s-kansas/sale_13551080,"5418 S Kansas, Houston, TX 77007",420000,off_market,9/13/17
6812,1034-caperton-st/sale_42429800,"1034 Caperton St, Houston, TX 77022",460000,price-reduction,9/13/17
6813,1325-afton-st/sale_81091743,"1325 Afton St, Houston, TX 77055",524900,price-reduction,9/13/17
6814,1515-oakdale-st-11/sale_50067408,"1515 Oakdale St #11, Houston, TX 77004",399990,price-reduction,9/13/17
6815,4617-crawford/sale_71921027,"4617 Crawford, Houston, TX 77004",459990,price-increase,9/13/17
6816,4619-crawford/sale_96622979,"4619 Crawford, Houston, TX 77004",459990,price-increase,9/13/17
6817,5110-hialeah-dr/sale_28440578,"5110 Hialeah Dr, Houston, TX 77092",279900,price-reduction,9/13/17
6818,7518-hammerly-blv/sale_32717668,"7518 Hammerly Blv, Houston, TX 77055",235000,price-reduction,9/13/17
6819,800-wilkes-st-0/sale_82909734,"800 Wilkes St #0, Houston, TX 77009",175000,None,9/14/17
6820,7110-avenue-l/sale_13901742,"7110 Avenue L, HOUSTON, TX 77011",205000,None,9/14/17
6821,3023-guese-rd/sale_37155452,"3023 Guese Rd, Houston, TX 77018",220000,None,9/14/17
6822,1019-bonner-st-1019/sale_62550434,"1019 Bonner St #1019, Houston, TX 77007",324900,None,9/14/17
6823,2104-holman-st--a/sale_28094248,"2104 Holman St  A, Houston, TX 77004",349000,None,9/14/17
6824,3002-dallas-st/sale_27749035,"3002 Dallas St, Houston, TX 77003",359000,None,9/14/17
6825,2626-willowby-dr/sale_92661547,"2626 Willowby Dr, Houston, TX 77008",379000,None,9/14/17
6826,1628-w-24th-st/sale_15017449,"1628 W 24Th St, Houston, TX 77008",384000,None,9/14/17
6827,219-w-27th-st--h/sale_57944251,"219 W 27th St  H, Houston, TX 77008",385000,None,9/14/17
6828,2906-baer/sale_58275084,"2906 Baer, houston, TX 77020",389900,None,9/14/17
6829,4413-koehler-st--f/sale_76466634,"4413 Koehler St  F, Houston, TX 77007",399000,None,9/14/17
6830,1145-w-18th-street/sale_23513766,"1145 W 18th Street, Houston, TX 77008",399900,None,9/14/17
6831,726-e-heights-hollow-ln/sale_80532343,"726 E Heights Hollow Ln, Houston, TX 77007",405000,None,9/14/17
6832,2514-truxillo-st-0/sale_99454346,"2514 Truxillo St #0, Houston, TX 77004",418000,None,9/14/17
6833,6754-sussex-manor/sale_68250420,"6754 Sussex Manor, Houston, TX 77055",418755,None,9/14/17
6834,6758-sussex-manor/sale_89306551,"6758 Sussex Manor, Houston, TX 77055",423991,None,9/14/17
6835,1213-w-24th--b/sale_63993017,"1213 W 24th  B, Houston, TX 77008",429700,None,9/14/17
6836,4407-marlborough-dr/sale_55611423,"4407 Marlborough Dr, Houston, TX 77092",430000,None,9/14/17
6837,1211-w-24th--a/sale_71468551,"1211 W 24th  A, Houston, TX 77008",435700,None,9/14/17
6838,1514-summer-st--c/sale_19188085,"1514 Summer St  C, Houston, TX 77007",449000,None,9/14/17
6839,811-judiway-st/sale_49914845,"811 Judiway St, Houston, TX 77018",449000,None,9/14/17
6840,5925-e-post-oak-ln/sale_47300264,"5925 E Post Oak LN, Houston, TX 77055",449900,None,9/14/17
6841,5331-kiam-st/sale_89569029,"5331 Kiam St, Houston, TX 77007",450000,None,9/14/17
6842,123-conoly-street--a/sale_92850300,"123 Conoly Street  A, Houston, TX 77009",450000,None,9/14/17
6843,1802-goliad-st/sale_45799254,"1802 Goliad St, Houston, TX 77007",459000,None,9/14/17
6844,2603-w-t-c-jester-blv/sale_94759795,"2603 W T C Jester Blv, Houston, TX 77008",475000,None,9/14/17
6845,1547-sue-barnett-dr/sale_92638364,"1547 Sue Barnett Dr, Houston, TX 77018",479854,None,9/14/17
6846,5226-maxie-st--a/sale_12151207,"5226 Maxie St  A, Houston, TX 77007",499000,None,9/14/17
6847,1027-w-41-st/sale_61188814,"1027 W 41 St, Houston, TX 77018",525000,None,9/14/17
6848,6546-lindyann-ln/sale_59933573,"6546 Lindyann Ln, Houston, TX 77008",540000,price-reduction,9/14/17
6849,5817-downing-st/sale_78250314,"5817 Downing St, Houston, TX 77020",330000,off_market,9/14/17
6850,1226-w-23rd-st/sale_67672889,"1226 W 23rd St, Houston, TX 77008",399900,off_market,9/14/17
6851,1145-w-18th-street/sale_4154799,"1145 W 18th Street, Houston, TX 77008",429900,off_market,9/14/17
6852,726-e-heights-hollow-ln/sale_86856856,"726 E Heights Hollow Ln, Houston, TX 77007",449900,off_market,9/14/17
6853,728-w-28th-st/sale_16356388,"728 W 28th St, Houston, TX 77008",450000,off_market,9/14/17
6854,922-fisher-st-a/sale_62389747,"922 Fisher St A, Houston, TX 77018",469900,off_market,9/14/17
6855,2009-shearn-st/sale_71092044,"2009 Shearn St, Houston, TX 77007",469900,off_market,9/14/17
6856,5210-larkin-st/sale_85464406,"5210 Larkin St, Houston, TX 77007",499880,off_market,9/14/17
6857,2603-w-t-c-jester-blv/sale_80233350,"2603 W T C Jester Blv, Houston, TX 77008",550000,off_market,9/14/17
6858,1145-w-18th-street/sale_4154799,"1145 W 18th Street, Houston, TX 77008",424900,off_market,9/14/17
6859,726-e-heights-hollow-ln/sale_86856856,"726 E Heights Hollow Ln, Houston, TX 77007",429000,off_market,9/14/17
6860,922-fisher-st-a/sale_62389747,"922 Fisher St A, Houston, TX 77018",449900,off_market,9/14/17
6861,2603-w-t-c-jester-blv/sale_80233350,"2603 W T C Jester Blv, Houston, TX 77008",530000,off_market,9/14/17
6862,2009-shearn-st/sale_71092044,"2009 Shearn St, Houston, TX 77007",459900,off_market,9/14/17
6863,1207-w-24th--b/sale_91483707,"1207 W 24th  B, Houston, TX 77008",435700,off_market,9/14/17
6864,2307-rutland-st/sale_3071249,"2307 Rutland St, Houston, TX 77008",489000,off_market,9/14/17
6865,1226-w-23rd-st/sale_67672889,"1226 W 23rd St, Houston, TX 77008",394900,off_market,9/14/17
6866,8102-amelia-rd-306/sale_41670583,"8102 Amelia Rd #306, Houston, TX 77055",115000,off_market,9/14/17
6867,6807-schiller-st/sale_9144130,"6807 Schiller St, Houston, TX 77055",309000,off_market,9/14/17
6868,5925-e-post-oak-ln/sale_23104866,"5925 E Post Oak LN, Houston, TX 77055",449900,off_market,9/14/17
6869,3140-webster-st/sale_22776724,"3140 Webster St, Houston, TX 77004",449950,off_market,9/14/17
6870,5035-la-branch-st/sale_94949918,"5035 La Branch St, Houston, TX 77004",459000,off_market,9/14/17
6871,1618-rosewood-st/sale_42618511,"1618 Rosewood St, Houston, TX 77004",469900,off_market,9/14/17
6872,2307-rutland-st/sale_3071249,"2307 Rutland St, Houston, TX 77008",469000,off_market,9/14/17
6873,2521-judiway/sale_34441001,"2521 Judiway, Houston, TX 77018",369500,off_market,9/14/17
6874,5226-maxie-st-unit-a/sale_12151207,"5226 Maxie St., Unit A, Houston, TX 77007",499000,off_market,9/14/17
6875,1317-birdsall-st/sale_78218954,"1317 Birdsall st, houston, TX 77007",360000,off_market,9/14/17
6876,1802-goliad/sale_45799254,"1802 Goliad, Houston, TX 77007",459000,off_market,9/14/17
6877,2521-judiway/sale_34441001,"2521 Judiway, Houston, TX 77018",379900,off_market,9/14/17
6878,109-e-27th-st/sale_58805379,"109 E 27th St, Houston, TX 77008",335000,price-reduction,9/14/17
6879,1733-french-village-dr/sale_53729988,"1733 French Village Dr, Houston, TX 77055",305000,price-reduction,9/14/17
6880,2231-saxon/sale_50571254,"2231 Saxon, Houston, TX 77018",275000,price-reduction,9/14/17
6881,323-n-everton-st/sale_18439439,"323 N Everton St, Houston, TX 77003",235000,price-reduction,9/14/17
6882,3303-wentworth-st/sale_21476416,"3303 Wentworth St, Houston, TX 77004",379000,price-reduction,9/14/17
6883,4501-garrow-st/sale_61722835,"4501 Garrow St, Houston, TX 77011",159900,price-reduction,9/14/17
6884,6414-saxet/sale_64942781,"6414 Saxet, Houston, TX 77055",385000,price-reduction,9/14/17
6885,722-w-24th-st/sale_29554201,"722 W 24th St, Houston, TX 77008",340000,price-reduction,9/14/17
6886,8330-ginger-oak/sale_90932897,"8330 Ginger Oak, Houston, TX 77055",462178,price-reduction,9/14/17
6887,2708-winbern-st/sale_74904360,"2708 Winbern St, Houston, TX 77004",100000,None,9/15/17
6888,5801-lumberdale-rd-151/sale_96700449,"5801 Lumberdale Rd #151, Houston, TX 77092",109900,None,9/15/17
6889,5623-knobby-knoll-dr/sale_75824895,"5623 Knobby Knoll Dr, Houston, TX 77092",210000,None,9/15/17
6890,3501-chenevert-st-14/sale_27606647,"3501 Chenevert St #14, Houston, TX 77004",224900,None,9/15/17
6891,4017-tulane-street/sale_91672104,"4017 Tulane Street, Houston, TX 77018",269900,None,9/15/17
6892,5410-de-milo-dr/sale_92727212,"5410 De Milo Dr, Houston, TX 77092",315000,None,9/15/17
6893,2007-nina-lee-ln/sale_22414024,"2007 Nina Lee Ln, Houston, TX 77018",329900,None,9/15/17
6894,1767-de-milo-dr/sale_17687647,"1767 De Milo Dr, Houston, TX 77018",340000,None,9/15/17
6895,2802-chenevert-st/sale_51918474,"2802 Chenevert St, Houston, TX 77004",349000,None,9/15/17
6896,2003-nina-lee-ln/sale_4840765,"2003 Nina Lee Ln, Houston, TX 77018",349900,None,9/15/17
6897,4410-center-st/sale_17860466,"4410 Center St, Houston, TX 77007",350000,None,9/15/17
6898,718-n-shepherd-dr/sale_22630484,"718 N Shepherd Dr, Houston, TX 77007",385000,None,9/15/17
6899,6529-westview/sale_61168394,"6529 Westview, HOUSTON, TX 77055",390000,None,9/15/17
6900,2018-ebony-ln/sale_87913240,"2018 Ebony Ln, Houston, TX 77018",399900,None,9/15/17
6901,5237-gibson-st/sale_10699942,"5237 Gibson St, Houston, TX 77007",400000,None,9/15/17
6902,1514-b-n-campbell-rd/sale_78775396,"1514-B N Campbell Rd, Houston, TX 77055",420900,None,9/15/17
6903,1610-knox-st--a/sale_82355714,"1610 Knox St  A, Houston, TX 77007",429900,None,9/15/17
6904,1261-bonner-st--b/sale_31874559,"1261 Bonner St  B, Houston, TX 77007",437500,None,9/15/17
6905,1610-cohn-st/sale_61207990,"1610 Cohn St, Houston, TX 77007",439900,None,9/15/17
6906,1031-ashland-st/sale_30447995,"1031 Ashland St, Houston, TX 77008",442000,None,9/15/17
6907,801-walton-st/sale_41602411,"801 Walton St, Houston, TX 77009",485200,price-reduction,9/15/17
6908,1204-nadine-st/sale_77108355,"1204 Nadine St, Houston, TX 77009",489000,None,9/15/17
6909,206-northwood-st/sale_12635744,"206 Northwood St, Houston, TX 77009",495000,None,9/15/17
6910,4606-austin-st--unit-b/sale_69124347,"4606 Austin St  Unit B, Houston, TX 77004",498000,None,9/15/17
6911,1805-ashland-st/sale_78582245,"1805 Ashland St, Houston, TX 77008",523000,None,9/15/17
6912,1103-lehman-st/sale_26776447,"1103 Lehman St, Houston, TX 77018",540000,None,9/15/17
6913,1005-fairbanks-st/sale_59985564,"1005 Fairbanks St, Houston, TX 77009",547500,None,9/15/17
6914,608-redan-st/sale_90479264,"608 Redan St, Houston, TX 77009",549950,None,9/15/17
6915,520-oxford-st--g/sale_67433688,"520 Oxford St  G, Houston, TX 77007",555000,None,9/15/17
6916,1610-cohn-st/sale_69648573,"1610 Cohn St, Houston, TX 77007",439900,off_market,9/15/17
6917,6203-cindy-ln/sale_91230608,"6203 Cindy Ln, Houston, TX 77008",450000,off_market,9/15/17
6918,713d-nicholson/sale_68652694,"713D Nicholson, Houston, TX 77007",559000,off_market,9/15/17
6919,713c-nicholson/sale_32206956,"713C Nicholson, Houston, TX 77007",559000,off_market,9/15/17
6920,1860-white-oak-dr-212/sale_51365573,"1860 White Oak Dr #212, Houston, TX 77009",160000,off_market,9/15/17
6921,2310-detering/sale_87240389,"2310 Detering, Houston, TX 77007",199990,off_market,9/15/17
6922,1410-du-barry-ln/sale_79948807,"1410 Du Barry Ln, Houston, TX 77018",380000,off_market,9/15/17
6923,5202-lillian-st/sale_41506248,"5202 Lillian St, Houston, TX 77007",394900,off_market,9/15/17
6924,5202-lillian-st/sale_41506248,"5202 Lillian St, Houston, TX 77007",379000,off_market,9/15/17
6925,1860-white-oak-dr-212/sale_51365573,"1860 White Oak Dr #212, Houston, TX 77009",158500,off_market,9/15/17
6926,1410-du-barry-ln/sale_79948807,"1410 Du Barry Ln, Houston, TX 77018",359000,off_market,9/15/17
6927,7233-victoria/sale_46521022,"7233 Victoria, Houston, TX 77020",115000,off_market,9/15/17
6928,4320-allen-st/sale_60953378,"4320 Allen St, Houston, TX 77007",139000,off_market,9/15/17
6929,1410-tuam-st/sale_19002364,"1410 Tuam St, Houston, TX 77004",300000,off_market,9/15/17
6930,6529-westview/sale_85418559,"6529 Westview, HOUSTON, TX 77055",390000,off_market,9/15/17
6931,1514-b-n-campbell-rd/sale_81723240,"1514-B N Campbell Rd, Houston, TX 77055",420900,off_market,9/15/17
6932,1136-dorothy-st/sale_24992485,"1136 Dorothy St, Houston, TX 77008",425000,off_market,9/15/17
6933,4606-austin-st--b/sale_69124347,"4606 Austin St  B, Houston, TX 77004",498000,off_market,9/15/17
6934,1633-hollister-st/sale_98304218,"1633 Hollister St, Houston, TX 77055",499000,off_market,9/15/17
6935,2004-c-rosedale-st/sale_51518444,"2004 C Rosedale St, HOUSTON, TX 77004",550746,off_market,9/15/17
6936,5214-blossom-st--e/sale_57358944,"5214 Blossom St  E, Houston, TX 77007",355000,off_market,9/15/17
6937,1314-e-34th-st/sale_70465376,"1314 E 34th St, Houston, TX 77022",219900,off_market,9/15/17
6938,1369-arlington-st-1369/sale_94279513,"1369 Arlington St #1369, Houston, TX 77008",335000,off_market,9/15/17
6939,1045-voight-st/sale_6061046,"1045 Voight St, Houston, TX 77009",489000,price-reduction,9/15/17
6940,1209-hobbs-reach-lane/sale_43274418,"1209 Hobbs Reach Lane, Houston, TX 77008",365000,price-reduction,9/15/17
6941,1412-alabama-st/sale_30551787,"1412 Alabama St, Houston, TX 77004",485000,price-reduction,9/15/17
6942,2414-arabelle/sale_46925294,"2414 Arabelle, Houston, TX 77007",429000,price-reduction,9/15/17
6943,2418-arabelle/sale_27187650,"2418 Arabelle, Houston, TX 77007",429000,price-reduction,9/15/17
6944,6632-n-main/sale_28625469,"6632 N Main, Houston, TX 77009",254900,None,9/16/17
6945,6626-maybank-dr/sale_25385074,"6626 Maybank Dr, Houston, TX 77055",270000,None,9/16/17
6946,4274-bethel-blv/sale_9318911,"4274 Bethel Blv, Houston, TX 77092",295000,None,9/16/17
6947,5101-de-milo-dr/sale_15398811,"5101 De Milo Dr, Houston, TX 77092",299500,None,9/16/17
6948,5918-kansas-st--b/sale_62186610,"5918 Kansas St  B, Houston, TX 77007",325000,None,9/16/17
6949,1113-wagner-st/sale_67848832,"1113 Wagner St, Houston, TX 77007",349000,None,9/16/17
6950,811-w-43rd-st/sale_64125767,"811 W 43rd St, Houston, TX 77018",375000,None,9/16/17
6951,719-reinerman-st/sale_19601478,"719 Reinerman St, Houston, TX 77007",399900,None,9/16/17
6952,1822-seamist-ct/sale_69152457,"1822 Seamist Ct, Houston, TX 77008",459000,None,9/16/17
6953,802-clio-st/sale_22848952,"802 Clio St, Houston, TX 77009",470000,None,9/16/17
6954,5302-saxon/sale_18725759,"5302 Saxon, Houston, TX 77092",500000,price-reduction,9/16/17
6955,811-w-43rd-st/sale_14679004,"811 W 43rd St, Houston, TX 77018",399900,off_market,9/16/17
6956,623-patterson-st/sale_31504391,"623 Patterson St, Houston, TX 77007",525000,off_market,9/16/17
6957,5209-blossom-st--a/sale_1897041,"5209 Blossom St  A, Houston, TX 77007",375000,off_market,9/16/17
6958,3220-mckinney-st/sale_77435461,"3220 Mckinney St, Houston, TX 77003",479000,off_market,9/16/17
6959,623-patterson-st/sale_31504391,"623 Patterson St, Houston, TX 77007",490000,off_market,9/16/17
6960,3220-mckinney-st/sale_77435461,"3220 Mckinney St, Houston, TX 77003",465000,off_market,9/16/17
6961,811-w-43rd-st/sale_14679004,"811 W 43rd St, Houston, TX 77018",376500,off_market,9/16/17
6962,5209-blossom-st--a/sale_1897041,"5209 Blossom St  A, Houston, TX 77007",365000,off_market,9/16/17
6963,4410-feagan-st--e/sale_33294939,"4410 Feagan St  E, Houston, TX 77007",359950,off_market,9/16/17
6964,2910-barbee-st/sale_87098569,"2910 Barbee St, Houston, TX 77004",264990,off_market,9/16/17
6965,1511-elgin/sale_84844053,"1511 Elgin, Houston, TX 77004",459000,off_market,9/16/17
6966,231-w-31st-st/sale_28986564,"231 W 31st St, Houston, TX 77018",515000,off_market,9/16/17
6967,5101-de-milo-dr/sale_74512140,"5101 De Milo Dr, Houston, TX 77092",299500,off_market,9/16/17
6968,231-w-31st-st/sale_28986564,"231 W 31st St, Houston, TX 77018",495000,off_market,9/16/17
6969,1145-w-18th-street/sale_23513766,"1145 W 18th Street, Houston, TX 77008",399900,off_market,9/16/17
6970,1019-e-14th-st/sale_81943544,"1019 E 14th St, Houston, TX 77009",375000,price-increase,9/16/17
6971,2610-madeline-grove-dr/sale_59694314,"2610 Madeline Grove Dr, Houston, TX 77008",458950,price-reduction,9/16/17
6972,407-hogan-street/sale_88476604,"407 Hogan Street, Houston, TX 77009",314900,price-reduction,9/16/17
6973,8626-cedar-plains/sale_28722214,"8626 Cedar Plains, Houston, TX 77055",329995,price-reduction,9/16/17
6974,6312-hamman-st--a/sale_23835844,"6312 Hamman St  A, Houston, TX 77007",374900,None,9/17/17
6975,4513-nolda-st/sale_66505492,"4513 Nolda St, HOUSTON, TX 77007",449500,None,9/17/17
6976,1344-ebony-ln/sale_92184439,"1344 Ebony Ln, Houston, TX 77018",499900,None,9/17/17
6977,2707-sherwin-st/sale_48336134,"2707 Sherwin St, Houston, TX 77007",379000,off_market,9/17/17
6978,826-w-31st-st/sale_81255123,"826 W 31st St, Houston, TX 77018",380000,off_market,9/17/17
6979,4920-ella-blvd/sale_33866089,"4920 Ella Blvd, Houston, TX 77018",419900,off_market,9/17/17
6980,2707-sherwin-st/sale_48336134,"2707 Sherwin St, Houston, TX 77007",367000,off_market,9/17/17
6981,4920-ella-blvd/sale_33866089,"4920 Ella Blvd, Houston, TX 77018",392900,off_market,9/17/17
6982,512-woodard-st/sale_61214446,"512 Woodard St, Houston, TX 77009",327900,off_market,9/17/17
6983,826-w-31st-st/sale_81255123,"826 W 31st St, Houston, TX 77018",369000,off_market,9/17/17
6984,3424-center-st/sale_49495235,"3424 Center St, Houston, TX 77007",349000,off_market,9/17/17
6985,5025-verdome/sale_31397198,"5025 Verdome, Houston, TX 77092",269000,off_market,9/17/17
6986,3216-la-branch-st/sale_94078214,"3216 La Branch St, Houston, TX 77004",415000,off_market,9/17/17
6987,4243-bethel-blv/sale_10303674,"4243 Bethel Blv, Houston, TX 77092",499900,off_market,9/17/17
6988,5025-verdome/sale_31397198,"5025 Verdome, Houston, TX 77092",250000,off_market,9/17/17
6989,5319-lamonte/sale_92832234,"5319 Lamonte, HOUSTON, TX 77092",319000,off_market,9/17/17
6990,620-asbury-st/sale_62317054,"620 Asbury St, Houston, TX 77007",495000,off_market,9/17/17
6991,5402-poinciana-dr/sale_42631321,"5402 Poinciana Dr, Houston, TX 77092",365000,off_market,9/17/17
6992,3023-guese-rd/sale_37155452,"3023 Guese Rd, Houston, TX 77018",220000,off_market,9/17/17
6993,2301-wheeler-st/sale_63947468,"2301 Wheeler St, Houston, TX 77004",350000,price-increase,9/17/17
6994,4017-tulane-street/sale_91672104,"4017 Tulane Street, Houston, TX 77018",279900,price-increase,9/17/17
6995,6714-woodbend-park-south/sale_60180741,"6714 Woodbend Park South, Houston, TX 77055",465000,price-reduction,9/17/17
6996,702-paschall-st/sale_82621301,"702 Paschall St, Houston, TX 77009",449000,price-increase,9/17/17
6997,1715-moritz-18/sale_85779595,"1715 Moritz #18, Houston, TX 77055",129900,price-reduction,9/18/17
6998,2419-binz-st/sale_58378249,"2419 Binz St, Houston, TX 77004",249000,None,9/18/17
6999,5125-de-milo-dr/sale_4859564,"5125 De Milo Dr, Houston, TX 77092",249900,None,9/18/17
7000,1905-du-barry-ln/sale_56577228,"1905 Du Barry Ln, Houston, TX 77018",265000,None,9/18/17
7001,3508-oakdale-st/sale_77981675,"3508 Oakdale St, Houston, TX 77004",279900,None,9/18/17
7002,1602-elgin-11/sale_32661507,"1602 Elgin #11, Houston, TX 77004",299000,None,9/18/17
7003,2326-bastrop-st/sale_68325955,"2326 Bastrop St, Houston, TX 77004",299990,None,9/18/17
7004,6632-n-main/sale_9061220,"6632 N Main, Houston, TX 77009",305000,None,9/18/17
7005,1243-richelieu-ln/sale_26516469,"1243 Richelieu Ln, Houston, TX 77018",319000,None,9/18/17
7006,6737-avenue-p/sale_44386704,"6737 Avenue P, Houston, TX 77011",339000,None,9/18/17
7007,1123-malone-st/sale_93570060,"1123 Malone St, Houston, TX 77007",369783,None,9/18/17
7008,4219-koehler-street--a/sale_53300687,"4219 Koehler Street  A, Houston, TX 77007",379900,None,9/18/17
7009,1642-dennis-st/sale_63095478,"1642 Dennis St, Houston, TX 77004",395000,None,9/18/17
7010,514-westford-st/sale_53716264,"514 Westford St, Houston, TX 77022",399000,None,9/18/17
7011,1806-dennis-st/sale_68864713,"1806 Dennis St, Houston, TX 77004",407000,None,9/18/17
7012,5319-kiam-st--a/sale_50080783,"5319 Kiam St  A, Houston, TX 77007",449900,None,9/18/17
7013,834-w-22nd-st/sale_27826205,"834 W 22nd St, Houston, TX 77008",459900,None,9/18/17
7014,406b-fenn/sale_68144448,"406B Fenn, Houston, TX 77018",479900,None,9/18/17
7015,4810-austin-st/sale_33272094,"4810 Austin St, Houston, TX 77004",499900,None,9/18/17
7016,715-e-10th-st/sale_4571894,"715 E 10th St, Houston, TX 77008",549000,price-reduction,9/18/17
7017,6737-avenue-p--a/sale_44386704,"6737 Avenue P  A, Houston, TX 77011",339000,off_market,9/18/17
7018,1016-studer-st/sale_6347864,"1016 Studer St, Houston, TX 77007",370000,off_market,9/18/17
7019,514-westford-st/sale_87554224,"514 Westford St, Houston, TX 77022",399000,off_market,9/18/17
7020,2717-morrison-st/sale_41008430,"2717 Morrison St, Houston, TX 77009",550000,off_market,9/18/17
7021,1607-shearn/sale_42879459,"1607 Shearn, Houston, TX 77007",459900,off_market,9/18/17
7022,1016-studer-st/sale_6347864,"1016 Studer St, Houston, TX 77007",365000,off_market,9/18/17
7023,2115-keene/sale_57141619,"2115 Keene, Houston, TX 77009",449950,off_market,9/18/17
7024,4410-spencer-st--b/sale_31967480,"4410 Spencer St  B, Houston, TX 77007",350000,off_market,9/18/17
7025,1912-sam-wilson-st/sale_25083104,"1912 Sam Wilson St, Houston, TX 77020",159900,off_market,9/18/17
7026,335-eado-park-circle/sale_54537340,"335 EaDo Park Circle, Houston, TX 77020",364990,off_market,9/18/17
7027,1912-arbor-st/sale_57059754,"1912 Arbor St, Houston, TX 77004",389900,off_market,9/18/17
7028,6702-malibu/sale_2847529,"6702 Malibu, Houston, TX 77092",153000,off_market,9/18/17
7029,5125-de-milo-dr/sale_29891136,"5125 De Milo Dr, Houston, TX 77092",249900,off_market,9/18/17
7030,2503-brinkman-st/sale_82906995,"2503 Brinkman St, Houston, TX 77008",337500,off_market,9/18/17
7031,2717-morrison-st/sale_41008430,"2717 Morrison St, Houston, TX 77009",549999,off_market,9/18/17
7032,4410-spencer-st--b/sale_31967480,"4410 Spencer St  B, Houston, TX 77007",339900,off_market,9/18/17
7033,2902-eagle-st/sale_61071024,"2902 Eagle St, Houston, TX 77004",160000,off_market,9/18/17
7034,6115-pine-cove/sale_21532247,"6115 Pine Cove, Houston, TX 77092",195000,off_market,9/18/17
7035,123-conoly-street--a/sale_92850300,"123 Conoly Street  A, Houston, TX 77009",450000,off_market,9/18/17
7036,1805-ashland-st/sale_78582245,"1805 Ashland St, Houston, TX 77008",523000,off_market,9/18/17
7037,6632-n-main/sale_28625469,"6632 N Main, Houston, TX 77009",254900,off_market,9/18/17
7038,1140-nadine-st/sale_62037754,"1140 Nadine St, Houston, TX 77009",537000,price-reduction,9/18/17
7039,1203-cordell-st/sale_81086924,"1203 Cordell St, Houston, TX 77009",349900,price-reduction,9/18/17
7040,1825-wichita-st/sale_85846430,"1825 Wichita St, Houston, TX 77004",425000,price-reduction,9/18/17
7041,2020-wichita-st/sale_82582306,"2020 Wichita St, Houston, TX 77004",350000,price-reduction,9/18/17
7042,225-n-everton-st/sale_13769374,"225 N Everton St, Houston, TX 77003",329900,price-reduction,9/18/17
7043,2629-fountain-key-blv/sale_85293647,"2629 Fountain Key Blv, Houston, TX 77008",499000,price-reduction,9/18/17
7044,2644-fountain-key-blv/sale_78757445,"2644 Fountain Key Blv, Houston, TX 77008",369000,price-reduction,9/18/17
7045,2656-fountain-key-blv/sale_61331874,"2656 Fountain Key Blv, Houston, TX 77008",349000,price-reduction,9/18/17
7046,3810-ella/sale_81462881,"3810 Ella, Houston, TX 77018",415000,price-reduction,9/18/17
7047,4602-center-st/sale_38997463,"4602 Center St, Houston, TX 77007",335000,price-reduction,9/18/17
7048,4611-trembling-forest-lane/sale_38642425,"4611 Trembling Forest Lane, Houston, TX 77092",309000,price-reduction,9/18/17
7049,5240-washington/sale_88599948,"5240 Washington, Houston, TX 77007",343500,price-reduction,9/18/17
7050,605-peddie-st/sale_17497822,"605 Peddie St, Houston, TX 77008",475000,price-reduction,9/18/17
7051,717-w-30th-st/sale_78361441,"717 W 30th St, Houston, TX 77018",449900,price-reduction,9/18/17
7052,761-grove-st/sale_30856020,"761 Grove St, Houston, TX 77020",319000,price-reduction,9/18/17
7053,763-grove-st/sale_94715337,"763 Grove St, Houston, TX 77020",329000,price-reduction,9/18/17
7054,765-grove-st/sale_54596049,"765 Grove St, Houston, TX 77020",339000,price-reduction,9/18/17
7055,307-e-41st/sale_93833187,"307 E 41st, Houston, TX 77022",129900,None,9/19/17
7056,3209-alabama/sale_69010344,"3209 Alabama, Houston, TX 77004",190000,None,9/19/17
7057,7423-walker-st/sale_32358199,"7423 Walker St, Houston, TX 77011",255000,None,9/19/17
7058,7510-shadyvilla-ln-10154/sale_95338225,"7510 Shadyvilla Ln #10,15,4, houston, TX 77055",269900,None,9/19/17
7059,709-e-burress-st-0/sale_42472047,"709 E Burress St #0, Houston, TX 77022",325000,None,9/19/17
7060,637-rutland-st-3/sale_51460045,"637 Rutland St #3, Houston, TX 77007",326900,None,9/19/17
7061,2809-wheeler-st/sale_19676491,"2809 Wheeler St, Houston, TX 77004",329000,None,9/19/17
7062,3205-garden-oaks-vw/sale_78762648,"3205 Garden Oaks Vw, Houston, TX 77018",359900,None,9/19/17
7063,1238-du-barry-ln/sale_76843285,"1238 Du Barry Ln, Houston, TX 77018",409000,None,9/19/17
7064,2326-jackson-st/sale_21125651,"2326 Jackson St, Houston, TX 77004",423250,None,9/19/17
7065,1012-shepherd-oaks-drive/sale_15470489,"1012 Shepherd Oaks Drive, Houston, TX 77018",436528,None,9/19/17
7066,4215-koehler/sale_8229027,"4215 Koehler, Houston, TX 77007",441000,None,9/19/17
7067,5514-petty-st--b/sale_29280498,"5514 Petty St  B, Houston, TX 77007",459000,None,9/19/17
7068,5516-petty--b/sale_50116874,"5516 Petty  B, Houston, TX 77007",459000,None,9/19/17
7069,1608-tabor/sale_62036498,"1608 Tabor, Houston, TX 77009",459900,None,9/19/17
