,lot_size,Area_Median_Appraised_Value,walk_score,transit_score,bike_score,downtown_dist,grocery_store_count,school_distinction_count,school_index4_count,total_crimes,flood_plain_yes,property_type_sf,property_type_th,maintenance_fee_annual,year_built,tax_rate,building_sqft_clean,stories,hoa_mandatory_yes,ext_wood,ext_synth,ext_stucco,ext_vinyl,ext_brick,ext_asbes,ext_veneer,ext_stone,ext_aluminum,style_geor,style_span,style_medi,style_vict,style_cont,style_french,style_col,style_eng,style_ranch,fnd_blocks,fnd_stilts,fnd_builders,fnd_beam,fnd_pier,backyard_yes,outside_spa,fully_fenced_yes,patiodeck_yes,balcony_yes,private_pool_yes,roof_tile_slate,garage_apt_yes,auto_garage_door_opener,garage_attached,garage_spots,access_gate,double_driveway,bedrooms,bathroom_full,1st Bed_sqft,2nd Bed_sqft,3rd Bed_sqft,Dining_sqft,Kitchen_sqft,Living_sqft,utility_room_in_house,study_room_yes,guest_room_yes,game_room_yes,formal_room_yes,disposal_yes,dishwasher_yes,zoned_cooling_yes,central_cooling_no,zoned_heating_yes,tankless_water_heater,hot_tub_yes,alarm_system_yes,wet_bar_yes,elevator_yes,refrigerator_yes,high_ceilings_yes,fireplace_yes,ctop_quartz,ctop_stone,ctop_marble,ctop_tile,ctop_formica,ctop_laminate,floor_wood,floor_concrete,floor_slate,floor_brick,floor_laminate,floor_marble,floor_stone,floor_carpet,floor_terrazo,floor_vinyl,master_bath_yes,master_double_sinks,master_tub_shower,master_tub_whirlpool,microwave_yes,oven_electric_yes,gas_range_yes,insulated_yes,barrier_yes,thermostat_yes,hvac_yes,turbine_vent_yes,any_oven_yes,any_range_yes,rooftop_access_yes,End_Price,Market Area
36,1755.0,,82.0,42.0,65.0,2.868137783275542,7.0,2.0,6.0,1200.8333333333335,0.0,0,1,1050.0,2005.0,2.52856,2398.0,3.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,272.0,144.0,132.0,198.0,,252.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,365000,Rice Military/Washington Corridor
37,5000.0,366857.0,78.0,47.0,64.0,2.400327251706584,10.0,1.0,3.0,827.8333333333333,0.0,1,0,0.0,1925.0,2.52856,1570.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,156.0,121.0,121.0,165.0,130.0,208.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,540000,Heights/Greater Heights
38,2625.0,488398.0,57.0,42.0,66.0,4.339264357038899,9.0,1.0,3.0,796.8333333333335,0.0,1,0,0.0,2017.0,,2404.0,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,247.0,140.0,130.0,160.0,224.0,320.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,549900,Heights/Greater Heights
39,3000.0,294575.0,64.0,47.0,59.0,3.597478114957084,10.0,3.0,3.0,827.8333333333333,1.0,1,0,0.0,2012.0,2.52856,2196.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,323.0,144.0,110.0,204.0,221.0,156.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,559900,Heights/Greater Heights
40,5000.0,483719.0,75.0,45.0,65.0,2.093084341921041,10.0,2.0,3.0,827.8333333333333,0.0,1,0,0.0,1926.0,2.52856,1558.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,3.0,2.0,182.0,121.0,121.0,144.0,140.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,475000,Heights/Greater Heights
41,5000.0,366857.0,77.0,46.0,61.0,2.887572548977425,10.0,,,827.8333333333333,0.0,1,0,0.0,1928.0,2.52856,1396.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,1568.0,2544.0,3732.0,,99.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440000,Heights/Greater Heights
42,1407.0,,,,,,9.0,3.0,3.0,796.8333333333335,0.0,1,0,2200.0,2017.0,,1446.0,2.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,182.0,110.0,110.0,120.0,135.0,240.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,299900,Timbergrove/Lazybrook
43,1400.0,,,,,,9.0,2.0,2.0,796.8333333333335,0.0,1,0,2200.0,2017.0,,2038.0,3.0,1.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,238.0,143.0,120.0,98.0,208.0,361.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,369900,Aldine Area
44,5000.0,48119.0,57.0,35.0,48.0,4.7059087223072495,5.0,,,587.8333333333334,0.0,1,0,0.0,1940.0,,2100.0,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,4.0,4.0,100.0,120.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,169000,Denver Harbor
45,1407.0,,,,,,9.0,3.0,3.0,796.8333333333335,0.0,1,0,2300.0,2017.0,,2038.0,3.0,1.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,3.0,238.0,143.0,120.0,98.0,208.0,361.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,379900,Timbergrove/Lazybrook
46,3216.0,109171.0,,,,,1.0,2.0,3.0,597.6666666666667,0.0,1,0,1400.0,2017.0,2.53516,3155.0,2.0,1.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,4.0,3.0,340.0,144.0,132.0,156.0,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,549197,Oak Forest East Area
47,4140.0,288767.0,,,,,7.0,,,1200.8333333333335,0.0,1,0,0.0,1920.0,2.52856,696.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,3.0,2.0,144.0,132.0,120.0,99.0,120.0,264.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,399999,Heights/Greater Heights
48,1693.0,,75.0,45.0,57.0,2.4716669578834005,7.0,1.0,3.0,1200.8333333333335,0.0,1,0,0.0,2016.0,,2071.0,4.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,228.0,110.0,120.0,192.0,209.0,247.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,419000,Rice Military/Washington Corridor
49,1396.0,,75.0,45.0,57.0,2.4716669578834005,7.0,1.0,3.0,1200.8333333333335,0.0,0,1,0.0,2017.0,,2071.0,4.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,228.0,110.0,120.0,192.0,209.0,247.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,419000,Rice Military/Washington Corridor
50,8750.0,385917.0,26.0,42.0,40.0,6.062718380753401,1.0,2.0,3.0,597.6666666666667,0.0,1,0,0.0,1969.0,2.52856,2435.0,2.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0,2.0,204.0,156.0,132.0,132.0,156.0,320.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425000,Shepherd Park Plaza Area
51,1538.0,,73.0,46.0,63.0,1.6496973812569833,7.0,2.0,3.0,1200.8333333333335,0.0,1,0,1725.0,2007.0,2.52856,2194.0,4.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,285.0,110.0,154.0,195.0,110.0,380.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,399000,Rice Military/Washington Corridor
52,1407.0,,,,,,9.0,,,796.8333333333335,0.0,1,0,2300.0,2017.0,,1446.0,2.0,1.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,2.0,182.0,110.0,110.0,120.0,135.0,240.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,329900,Timbergrove/Lazybrook
53,1407.0,,,,,,9.0,3.0,3.0,796.8333333333335,0.0,1,0,2200.0,2017.0,,1446.0,2.0,1.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,182.0,110.0,110.0,120.0,135.0,240.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,309900,Timbergrove/Lazybrook
54,1407.0,,,,,,9.0,,,796.8333333333335,0.0,1,0,2200.0,2017.0,,2038.0,3.0,1.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,238.0,143.0,120.0,98.0,208.0,361.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,369900,Timbergrove/Lazybrook
55,1407.0,,,,,,9.0,,,796.8333333333335,0.0,1,0,2300.0,2017.0,,2038.0,3.0,1.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,3.0,238.0,143.0,120.0,98.0,208.0,361.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,379900,Timbergrove/Lazybrook
56,1407.0,,,,,,9.0,,,796.8333333333335,0.0,1,0,2300.0,2017.0,,2150.0,3.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,2.0,225.0,120.0,132.0,180.0,210.0,350.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,399900,Timbergrove/Lazybrook
57,1407.0,,,,,,9.0,,,796.8333333333335,0.0,1,0,2300.0,2017.0,,1446.0,2.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,2.0,182.0,110.0,110.0,120.0,135.0,240.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,329900,Timbergrove/Lazybrook
58,1407.0,,,,,,9.0,3.0,3.0,796.8333333333335,0.0,1,0,2200.0,2017.0,,1446.0,2.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,182.0,110.0,110.0,120.0,135.0,240.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,304900,Timbergrove/Lazybrook
59,2444.0,327678.0,54.0,41.0,58.0,4.365954475013176,9.0,3.0,3.0,796.8333333333335,0.0,1,0,0.0,2015.0,2.52856,2236.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0,210.0,165.0,180.0,176.0,132.0,264.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,415000,Heights/Greater Heights
60,2444.0,327678.0,54.0,41.0,58.0,4.365954475013176,9.0,,,796.8333333333335,0.0,1,0,0.0,2015.0,2.52856,2236.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,210.0,165.0,180.0,176.0,132.0,264.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,399900,Heights/Greater Heights
61,5000.0,404091.0,69.0,46.0,62.0,3.293068183647521,10.0,3.0,3.0,827.8333333333333,0.0,1,0,0.0,1952.0,2.52856,922.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,100.0,100.0,,80.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,275000,Heights/Greater Heights
62,1407.0,,,,,,9.0,2.0,2.0,796.8333333333335,0.0,1,0,2200.0,2017.0,,2038.0,3.0,1.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,238.0,143.0,120.0,98.0,208.0,361.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,374900,Timbergrove/Lazybrook
63,1407.0,,,,,,9.0,2.0,2.0,796.8333333333335,0.0,1,0,2300.0,2017.0,,2038.0,3.0,1.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,3.0,238.0,143.0,120.0,98.0,208.0,361.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,379900,Timbergrove/Lazybrook
64,1407.0,,,,,,9.0,3.0,3.0,796.8333333333335,0.0,1,0,2200.0,2017.0,,2150.0,3.0,1.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,225.0,120.0,132.0,180.0,210.0,350.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,384900,Timbergrove/Lazybrook
65,1407.0,,,,,,9.0,3.0,3.0,796.8333333333335,0.0,1,0,2300.0,2017.0,,2150.0,3.0,1.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,2.0,225.0,120.0,132.0,180.0,210.0,350.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,409900,Timbergrove/Lazybrook
66,2076.0,,75.0,45.0,57.0,2.4716669578834005,7.0,1.0,3.0,1200.8333333333335,0.0,1,0,0.0,2016.0,,2071.0,4.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,228.0,110.0,120.0,192.0,209.0,247.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,419000,Rice Military/Washington Corridor
67,1413.0,336743.0,,,,,9.0,3.0,3.0,796.8333333333335,0.0,0,1,1185.0,2015.0,2.52856,2108.0,3.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0,210.0,120.0,132.0,160.0,136.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,384900,Heights/Greater Heights
68,,,,,,,9.0,3.0,3.0,796.8333333333335,0.0,1,0,1185.0,2016.0,2.53,2108.0,3.0,0.0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0,210.0,120.0,132.0,160.0,136.0,294.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,384000,Heights/Greater Heights
69,8040.0,406929.0,45.0,34.0,44.0,6.737788741499053,1.0,,,597.6666666666667,0.0,1,0,25.0,1949.0,2.5286,1552.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,224.0,132.0,130.0,143.0,266.0,216.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,430000,Garden Oaks
